대분류코드,대분류명,중분류코드,중분류명,품목코드,품목명,등급,정의
B,의료용품,B03000,정형 용품,B03020.02,특수재질 인공 팔꿈치 관절,4,"팔꿈치관절부의 관절성형술에 사용되는 임플란트로서 인공 근위요골부, 인공상완골부 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수 표면처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03030.01,인공 손가락 관절,3,"엄지 또는 손가락관절부에 대한 관절성형술에 사용되는 임플란트로서, 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03030.02,특수재질 인공 손가락 관절,4,"엄지 또는 손가락관절부에 대한 관절성형술에 사용되는 임플란트로서, 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(세라믹재질, 생체 재료, 흡수성 재료 등) 및 특수 표면처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03040.01,인공 엉덩이 관절,3,"엉덩이 관절부의 관절성형술에 사용되는 임플란트로서 인공 대퇴골두, 인공 관골구부, 인공 대퇴골부, 나사, 플러그(plug), 센트럴라이져(centralizer) 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03040.02,특수재질 인공 엉덩이 관절,4,"엉덩이 관절부의 관절성형술에 사용되는 임플란트로서, 인공 대퇴골두, 인공 관골구부, 인공 대퇴골부, 나사, 플러그(plug), 센트럴라이져(centralizer) 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등)를 사용하거나 특수 표면처리한 경우 또는 구조적 측면에서 특수한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03050.01,인공 무릎 관절,3,"무릎관절부에 대한 관절성형술에 사용되는 임플란트로서, 인공 대퇴골부, 인공 경골부, 인공 슬개골, 인공 반월상연골, 블록, 스템, 나사 등이 개별 또는 한 벌로 구성될 수 있다.  안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03050.02,특수재질 인공 무릎 관절,4,"무릎관절부에 대한 관절성형술에 사용되는 임플란트로서, 인공 대퇴골부, 인공 경골부, 인골 슬개골, 인공 반월상연골, 블록, 스템, 나사 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등)를 사용하거나 특수 표면처리한 경우 또는 구조적 측면에서 특수한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03060.01,인공 어깨관절,3,"어깨관절부에 대한 관절성형술에 사용되는 임플란트로서, 인공 상완골부, 인공 관절와부, 나사 등이 개별 또는 한 벌로 구성될 수 있다.  안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03060.02,특수재질 인공 어깨 관절,4,"어깨관절부에 대한 관절성형술에 사용되는 임플란트로서, 인공 상완골부, 인공 관절와부, 나사 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등)를 사용하거나 특수 표면처리한 경우 또는 구조적 측면에서 특수한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03070.01,인공 발가락 관절,3,"발가락 뼈 관절부에 대한 관절성형술에 사용되는 임플란트로서, 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03070.02,특수재질 인공 발가락 관절,4,"발가락 뼈 관절부에 대한 관절성형술에 사용되는 임플란트로서, 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등)를 사용하거나 특수표면 처리한 경우 또는 구조적 측면에서 특수한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03080.01,인공 손목 관절,3,"손목관절부에 대한 관절성형술에 사용되는 임플란트로서, 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03080.02,특수재질 인공 손목 관절,4,"손목관절부에 대한 관절성형술에 사용되는 임플란트로서, 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등)를 사용하거나 특수표면 처리한 경우 또는 구조적 측면에서 특수한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03090.01,골절 합용 판,3,"파손된 뼈를 묶는 데에 사용하는 기구. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03090.02,특수재질 골절 합용 판,4,"파손된 뼈를 묶는 데에 사용하는 기구. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수표면 처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03100.01,골절 합용 나사,3,"파손된 뼈를 고정하는 데에 사용하는 나사. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03100.02,특수재질 골절 합용 나사,4,"파손된 뼈를 고정하는 데에 사용하는 나사. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수 표면처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03100.03,연골 반월형판 접합용 나사,4,연골 반월형판(meniscus)을 고정하는 데에 사용하는 기구로  흡수성 재질(degradable polymer 등)로 만들어졌다.
B,의료용품,B03000,정형 용품,B03100.04,골 접합용 스태플,3,"파손된 뼈를 고정 또는 교정하는데 사용하는 곡선, U 또는 L 형태의 기기. 인대나 건 등을 뼈에 고정하기 위해 사용하거나 성장기형환자의 뼈 성장을 감소/중단하기 위해 사용할 수 있다. 보통 금속 합금으로 만들어져 있다."
B,의료용품,B03000,정형 용품,B03100.05,연조직 고정용 장치,3,"연조직을 뼈에 고정하기 위해 사용하는 앵커로서, 봉합사를 연결할 수 있는 구조를 가지고 있거나 봉합사만으로 구성된 안전성이 확인된 장치"
B,의료용품,B03000,정형 용품,B03100.06,특수재질 연조직 고정용 장치,4,"연조직을 뼈에 고정하기 위해 사용하는 앵커로서, 봉합사를 연결할 수 있는 구조를 가지고 있거나 봉합사만으로 구성된 안전성이 확인되지 아니한 장치(생체 재료, 흡수성 재료 등) 또는 특수 표면처리된 장치"
B,의료용품,B03000,정형 용품,B03110.01,골수 내 고정 막대,3,"장골의 파손 부분을 고정하는 데에 사용하는 막대로서 골수 내에 삽입하는 임플란트. 막대를 고정하기 위한 나사, 워셔, 너트 및 본캡 등과 함께 한 벌로 구성될 수 있다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03110.02,특수재질 골수 내 고정 막대,4,"장골의 파손 부분을 고정하는 데에 사용하는 막대로서 골수 내에 삽입하는 임플란트. 막대를 고정하기 위한 나사, 워셔, 너트 및 본캡 등과 함께 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수 표면처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03120.01,원형 결찰 골 고정재,3,"뼈의 파손 부위를 둘러싸서 고정하는 데에 사용하는 기기로 와이어 등의 형태로 되어 있어 원형 봉합 등의 방법으로 고정한다. 안전성이 확인된 구조나 재질, 표면처리(금속재질의 porous coating 등)에 해당함."
B,의료용품,B03000,정형 용품,B03120.02,특수재질 원형 결찰 골 고정재,4,"뼈의 파손 부위를 둘러싸서 고정하는 데에 사용하는 기기로 와이어 형태로 되어 있어 원형 봉합 등의 방법으로 고정한다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수표면 처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03130.01,본캡,3,"유년기 지절단 환자의 위팔뼈, 정강이뼈와 같은 긴뼈의 절단면에 덮어 과성장을 방지하는 기구로 실리콘 엘라스토머 또는 초고분자량 폴리에틸렌 재질로 되어 있다."
B,의료용품,B03000,정형 용품,B03130.02,특수재질 본캡,4,"유년기 지절단 환자의 위팔뼈, 정강이뼈와 같은 긴뼈의 절단면에 덮어 과성장을 방지한다. 안전성이 확인되지 않는 재질(실리콘 엘라스토머 또는 초고분자량 폴리에틸렌 외)에 해당함."
B,의료용품,B03000,정형 용품,B03140.01,금속골 고정재,3,"뼈를 고정하거나 조이는 기구로서 볼트, 워셔, 핀 등의 형태가 있다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03140.02,골절 합용 와이어,3,"골절된 뼈를 고정하기 위해 사용하는 와이어로 여러가지 형태로 사용한다. 보통 스테인레스 스틸, 코발트크롬 합금 또는 티타늄 합금으로 만들어졌다."
B,의료용품,B03000,정형 용품,B03140.03,특수재질 골 고정재,4,"뼈를 고정하거나 조이는 기구로서 볼트, 워셔, 핀, 와이어 등의 형태가 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수 표면처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03160.01,추간체 고정재,3,"척추의 고정, 지지 또는 얼라이먼트 보정에 이용한다. 로드, 판, 후크, 나사, 커넥터 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03160.02,특수 재질 추간체 고정재,4,"척추의 고정, 지지 또는 얼라이먼트 보정에 이용한다. 로드, 판, 후크, 나사, 커넥터 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수 표면처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03160.03,추간체 유합 보형재,3,"보통 퇴행성추간판탈출증(degenerative intervertebral disks)으로 인한 구조적 이상을 치료하기 위해 사용하는 케이지 형태의 기기. 기계적인 안정성 또는 추간체 유합이 일어나기 충분한 공간을 제공하기 위하여 뼈나 이식용뼈 사이에 이식한다. 안전성이 확인된 재질로 구성되어 있으며 표면처리(금속재질의 porous coating, 산화막 등)된 것을 포함한다."
B,의료용품,B03000,정형 용품,B03160.04,특수재질 추간체 유합 보형재,4,"보통 퇴행성추간판탈출증(degenerative intervertebral disks)으로 인한 구조적 이상을 치료하기 위해 사용하는 케이지 형태의 기기. 기계적인 안정성 또는 추간체 유합이 일어나기 충분한 공간을 제공하기 위하여 뼈나 이식용 뼈 사이에 임플란트 된다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수 표면처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03160.05,인공 추간판,3,"척추 관절의 재건을 위해 추간판을 대체하는 임플란트. 안전성이 확인된 구조나 재질, 표면처리(금속재질의 porous coating, 산화막처리 등)에 해당함."
B,의료용품,B03000,정형 용품,B03160.06,특수재질 인공 추간판,4,"척추 관절의 재건을 위해 추간판을 대체하는 임플란트. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수표면 처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03180.01,재사용가능 체외 고정 기구,1,골절된 뼈 또는 얼라이먼트 교정 등에 사용하는 인체 외부에서 뼈를 고정하는 기구로서 다양한 외부 고정 부속품을 포함한다. 재사용 가능하다.
B,의료용품,B03000,정형 용품,B03180.02,일회용 체외 고정 기구,2,골절된 뼈 또는 얼라이먼트 교정 등에 사용하는 인체 외부에서 뼈를 고정하는 기구로서 다양한 외부 고정 부속품 등을 포함한다. 일회용이다.
B,의료용품,B03000,정형 용품,B03180.03,이식용 체외 고정 기구,3,골절된 뼈 또는 얼라이먼트 교정 등에 사용하는 인체 외부에서 뼈를 고정하는 기구로서 외부 고정 부속품 및 이식용 금속골고정재 등을 포함한다.
B,의료용품,B03000,정형 용품,B03190.01,골 시멘트,3,폴리메틸메타크리레이트(PMMA) 등의 재질로 인공관절을 생체에 고정하기 위해 사용되는 기기로 골 충진제로 이용하는 경우도 있다.
B,의료용품,B03000,정형 용품,B03190.02,항균 골 시멘트,4,폴리메틸메타크리레이트(PMMA) 등의 재질로 인공관절을 생체에 고정하기 위해 사용되는 기기로 항생물질을 포함한다. 골 충진제로 이용하는 경우도 있다.
B,의료용품,B03000,정형 용품,B03200.01,두개골 성형 재료,3,"두개골의 결함을 수리하는 데에 사용되는 임플란트로 판, 나사, 쇠줄 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인된 구조나 재질, 표면처리(금속재질의 porous coating, 산화막처리 등)에 해당함."
B,의료용품,B03000,정형 용품,B03200.02,특수 재질 두개골 성형 재료,4,"두개골의 결함을 수리하는 데에 사용되는 임플란트로 판, 나사, 쇠줄 등이 개별 또는 한 벌로 구성될 수 있다. 안전성이 확인되지 아니한 재료(생체 재료, 흡수성 재료 등) 및 특수표면 처리한 경우에 해당함."
B,의료용품,B03000,정형 용품,B03220.01,두개 융합 방지 스트립,3,비정상적인 두개 봉합으로 합착된 환자 뼈의 자람을 방지하기 위하여 절단면 모서리에 덮는 스트립
B,의료용품,B03000,정형 용품,B03230.03,인공 안면 아래턱 관절,4,"안면 아래턱(하악골)에 대한 관절성형술에 사용되는 임플란트로서 안전성이 확인된 재료, 표면 처리(금속재질의 porous coating, 산화막), 구조로 된 경우를 말한다. 개별 또는 한 벌로 구성될 수 있다."
B,의료용품,B03000,정형 용품,B03230.04,특수재질 인공 안면 아래턱 관절,4,"안면 아래턱(하악골)에 대한 관절성형술에 사용되는 임플란트로서 안전성 확보가 확인되지 아니한 세라믹 재료, 생체 재료, 흡수성 재료, 특수 표면처리, 구조적 측면에서 특수한 경우를 말한다. 개별 또는 한 벌로 구성될 수 있다."
B,의료용품,B03000,정형 용품,B03230.05,인공 측두 하악골 관절,3,"측두 하악골에 대한 관절성형술에 사용되는 임플란트로서 안전성이 확인된 재료, 표면 처리(금속재질의 porous coating, 산화막), 구조로 된 경우를 말한다. 개별 또는 한 벌로 구성될 수 있다."
B,의료용품,B03000,정형 용품,B03230.06,특수재질 인공 측두 하악골 관절,4,"측두 하악골에 대한 관절성형술에 사용되는 임플란트로서 안전성 확보가 확인되지 아니한 세라믹 재료, 생체 재료, 흡수성 재료, 특수 표면처리, 구조적 측면에서 특수한 경우를 말한다. 개별 또는 한 벌로 구성될 수 있다."
B,의료용품,B03000,정형 용품,B03230.07,인공 광대뼈,3,광대뼈의 치환 또는 회복에 이용하는 기구로서 보통 금속제이나 폴리머제인 것도 있다.
B,의료용품,B03000,정형 용품,B03230.08,인공 안와연,3,"안와저 또는 안와연의 재건에 이용하는 기구로서 보통 스테인레스, 티타늄 또는 티타늄 합금제이다. 그 밖의 물질을 원재료로 하는 것도 있다."
B,의료용품,B03000,정형 용품,B03240.01,안과용 콘포머,2,수술 후 안구와 안검 사이가 붙는 것을 방지하기 위하여 그 사이에 일시적으로 끼우는 플라스틱으로 성형된 기구
B,의료용품,B03000,정형 용품,B03260.01,안구 영역 임플란트,3,"안구의 내용물을 제거하는 수술을 한 후 공막 사이의 빈 곳에 삽입하거나 망막을 재부착하고자 공막에 삽입하거나, 재건할 때 등 안구 영역에 사용하는 임플란트로서 비흡수성으로서 안전성이 확인된 재료"
B,의료용품,B03000,정형 용품,B03260.02,특수재질 안구 영역 임플란트,4,"안구의 내용물을 제거하는 수술을 한 후 공막 사이의 빈 곳에 삽입하거나 망막을 재부착하고자 공막에 삽입하거나, 재건할 때 등 안구 영역에 사용하는 임플란트로서 흡수성 또는 안전성 확보가 확인되지 아니한 재료"
B,의료용품,B03000,정형 용품,B03260.03,안구 내 주입용 가스 키트,3,"안구 내 주입되어 분리된 망막을 안구벽에 붙이는데 사용하는 기구로, 육불화황(SF6), 플루오린(C2F6), 과불화프로판(C3F8) 등의 가스와 필터 주사기, 주사침 등을 포함하는 기구. 용기에 가스를 재충전하여 사용하는 제품은 제외한다."
B,의료용품,B03000,정형 용품,B03280.01,공막 셸,2,각막과 공막에 근접한 부분에 걸쳐 미용 또는 재건을 목적으로 일시적으로 삽입하는 유리 또는 플라스틱으로 만드는 기구. 임플란트가 아니다.
B,의료용품,B03000,정형 용품,B03290.01,안구 밸브 임플란트,3,한쪽으로 방향성을 갖고 압력에 대응하며 밸브같이 생긴 임플란트. 내압을 정상적으로 유지하고 녹내장 등을 치료하기 위해 사용한다.
B,의료용품,B03000,정형 용품,B03300.01,담관용 스텐트,3,담관의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.02,기관용 스텐트,3,기관의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.03,기관지용 스텐트,3,기관지의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.05,식도용 스텐트,3,식도 또는 위식도의 폐색을 치료하기 위하여 이식하는 스텐트로 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.06,췌장용 스텐트,3,췌장혈관의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.07,요관용 스텐트,3,요관의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.08,요도용 스텐트,3,요도의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.09,질용 스텐트,3,질의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.10,대장용 스텐트,3,대장의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.11,십이지장용 스텐트,3,십이지장의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 관상 구조이며 확장할 수 있다.
B,의료용품,B03000,정형 용품,B03300.12,중심순환계 혈관용 스텐트,4,"복부, 흉부, 목, 장골동맥 부위의 중심순환계 혈관에 발생한 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 확장할 수 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 다만, 약물 코팅된 제품은 제외한다."
B,의료용품,B03000,정형 용품,B03300.13,관상동맥용 스텐트,4,"관상동맥의 폐색부위에 삽입하여 개통을 유지시키는 스텐트로서 확장할 수 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 다만, 약물 코팅된 제품은 제외한다."
B,의료용품,B03000,정형 용품,B03300.14,뇌혈관용 스텐트,4,"뇌혈관에 이식하는 스텐트로서 확장할 수 있으며, 뇌혈관의 폐색 부위에 삽입하여 개통을 유지시키거나, 뇌동맥류 치료를 위해 코일 등과 함께 사용될 수 있다."
B,의료용품,B03000,정형 용품,B03300.15,흡수성 관상동맥용 스텐트,4,"관상동맥의 폐색 부위에 삽입하여 개통을 유지시키는, 일정 기간 경과 후 관상동맥 내에서 완전히 분해·흡수되는 재료를 사용하는 스텐트로서 확장할 수 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 단순히 흡수성 재료로 표면처리한 것은 해당되지 않으며, 스텐트 이식 후 혈관내피세포 등의 증식에 의한 재협착을 막기 위해 약물이 사용(방출)될 수 있다."
B,의료용품,B03000,정형 용품,B03300.16,흡수성 중심순환계 혈관용 스텐트,4,"복부, 흉부, 목, 장골동맥 부위의 중심순환계 혈관에 발생한 폐색 부위에 삽입하여 개통을 유지시키는, 일정 기간 경과 후 혈관 내에서 완전히 분해·흡수되는 재료를 사용하는 스텐트로서 확장할 수 있으며, 풍선카테터 등과 함께 사용될 수 있다. 단순히 흡수성 재료로 표면처리한 것은 해당되지 않으며, 관상동맥 또는 뇌혈관에 사용하는 것을 제외한다. 스텐트 이식 후 혈관내피세포 등의 증식에 의한 재협착을 막기 위해 약물이 사용(방출)될 수 있다."
B,의료용품,B03000,정형 용품,B03300.17,흡수성 말초혈관용 스텐트,4,"팔, 다리 부위의 말초혈관에 발생한 폐색 부위에 삽입하여 개통을 유지시키는, 일정 기간 경과 후 말초혈관 내에서 완전히 분해·흡수되는 재료를 사용하는 스텐트로서 확장할 수 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 단순히 흡수성 재료로 표면처리한 것은 해당되지 않으며, 관상동맥 또는 뇌혈관에 사용하는 것을 제외한다. 스텐트 이식 후 혈관내피세포 등의 증식에 의한 재협착을 막기 위해 약물이 사용(방출)될 수 있다."
B,의료용품,B03000,정형 용품,B03300.18,말초혈관용 스텐트,4,"팔, 다리 부위의 말초혈관에 발생한 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 확장할 수 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 다만, 약물 코팅된 제품은 제외한다."
B,의료용품,B03000,정형 용품,B03300.19,약물 방출 중심순환계 혈관용 스텐트,4,"복부, 흉부, 목, 장골동맥 부위의 중심순환계 혈관에 발생한 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 약물을 함유하고 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 약물은 스텐트 이식 후 혈관내피세포 등의 증식에 의한 재협착을 막기 위해 사용(방출)된다."
B,의료용품,B03000,정형 용품,B03300.20,약물 방출 관상동맥용 스텐트,4,"관상동맥의 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 약물을 함유하고 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 약물은 스텐트 이식 후 혈관내피세포 등의 증식에 의한 재협착을 막기 위해 사용(방출)된다."
B,의료용품,B03000,정형 용품,B03300.21,약물 방출 말초혈관용 스텐트,4,"팔, 다리 부위의 말초혈관에 발생한 폐색 부위에 삽입하여 개통을 유지시키는 스텐트로서 약물을 함유하고 있으며, 풍선 카테터 등과 함께 사용될 수 있다. 약물은 스텐트 이식 후 혈관내피세포 등의 증식에 의한 재협착을 막기 위해 사용(방출)된다."
B,의료용품,B03000,정형 용품,B03300.22,대동맥 그라프트 스텐트,4,"복부, 흉부, 목, 장골동맥 부위에 발생한 동맥류, 혈관박리, 천공 부위에 삽입하여, 혈액의 흐름을 개선하는데 사용된다. 일반적으로 니티놀 등의 금속 튜브와 PET, PTFE 등의 고분자 재질로 구성되어 자가 확장할 수 있거나, 풍선 카테터 등과 함께 사용될 수 있다."
B,의료용품,B03000,정형 용품,B03300.23,관상동맥용 그라프트 스텐트,4,"관상동맥의 천공 부위에 삽입하여, 혈액의 흐름을 개선하는데 사용된다. 일반적으로 코발트크롬 등의 금속 튜브와 PET, PTFE 등의 고분자 재질로 구성되어 자가 확장할 수 있거나, 풍선 카테터 등과 함께 사용될 수 있다."
B,의료용품,B03000,정형 용품,B03300.24,말초혈관용 그라프트 스텐트,4,"팔, 다리 부위의 말초혈관에 발생한 동맥류, 혈관박리, 천공 부위에 삽입하여, 혈액의 흐름을 개선하는데 사용하거나, 동정맥루의 폐색 부위에 삽입하여 개통을 유지시키는데 사용될 수 있다. 일반적으로 니티놀 등의 금속 튜브와 PET, PTFE 등의 고분자 재질로 구성되어 자가 확장할 수 있거나, 풍선 카테터 등과 함께 사용될 수 있다."
B,의료용품,B03000,정형 용품,B03330.01,금속제 이식용 메쉬,3,"조직이나 뼈를 지지하거나 보호하기 위하여 이식하는 금속재질의 망으로서 비흡수성이다. 재건술, 정형외과 수술 시 등에 사용한다."
B,의료용품,B03000,정형 용품,B03330.02,비흡수성 이식용 메쉬,3,"외과 수술시 연조직을 지지하거나 보호하기 위하여 이식하는 폴리머 재질의 메쉬로 비흡수성이다. 탈장, 골반저 등에 사용한다."
B,의료용품,B03000,정형 용품,B03330.03,부분 흡수성 이식용 메쉬,4,외과 수술시 연조직의 복구를 돕기 위해 이식하는 폴리머 재질의 메쉬로 흡수성과 비흡수성 폴리머가 혼재한다.
B,의료용품,B03000,정형 용품,B03330.04,흡수성 이식용 메쉬,4,외과 수술시 연조직을 지지하거나 보호하기 위한 단기 이식용으로 또는 조직의 재생을 돕기 위한 임시보조판으로 사용하는 폴리머 재질의 매쉬로 흡수성이다.
B,의료용품,B03000,정형 용품,B03340.01,동맥낭 치료용 커프,2,"동맥낭을 동맥 클립으로 제거할 수 없을 때, 동맥낭 위를 감싸서 강화해 주는 아크릴 수지"
B,의료용품,B03000,정형 용품,B03350.01,신경용 커프,3,"신경을 감싸고, 이 신경의 회복을 촉진하기 위해 이용하는 실리콘 고무제 시스 등의 기구. 반흔조직의 상피증식 방지 외에 종양 형성을 예방하기 위해 신경 끝을 씌우는 등의 목적으로 이용한다."
B,의료용품,B03000,정형 용품,B03350.02,중추신경용 커프,4,"중추신경을 감싸고 이 신경의 회복을 촉진하기 위해 이용하는 실리콘 고무제 시스 등의 기구로, 반흔조직의 상피증식 방지 외에, 종양 형성을 예방하기 위해 신경 끝을 씌우는 등의 목적으로 이용한다."
B,의료용품,B03000,정형 용품,B03350.03,흡수성 신경용 커프,4,"신경을 감싸고, 이 신경의 회복을 촉진하기 위해 이용하는 실리콘 고무제 시스템 등의 흡수성 기구를 말한다. 반흔조직의 상피증식방지 외에 종양형성을 예방하기 위해 신경끝을 씌우는 등의 목적으로 이용한다."
B,의료용품,B03000,정형 용품,B03360.01,알부민 사용 접착제,4,생체조직을 다른 생체조직 또는 재료에 고착하는 데 사용하는 범용 알부민 함유 물질
B,의료용품,B03000,정형 용품,B03360.02,동맥류 형성술용 조직 접착제,4,주머니를 접착 폐쇄하는 방법으로 동맥류를 회복하기 위해 사용하는 아교 또는 수지 등의 물질
B,의료용품,B03000,정형 용품,B03360.03,표피 외 연조직 접합용 접착제,4,"연조직(표피를 제외한 피부, 근육, 근막, 힘줄, 관절낭, 인대, 지방 등)의 상처조직접착에 사용하는 물질"
B,의료용품,B03000,정형 용품,B03360.04,콜라겐 사용 연조직 접합용 접착제,4,상처 치유 촉진을 목적으로 상처조직 접착에 사용하는 콜라겐 함유 물질
B,의료용품,B03000,정형 용품,B03360.05,표피 접합용 접착제,3,"피부 중 표피의 절개, 창상 등을 접합하는데 사용하는 물질"
B,의료용품,B03000,정형 용품,B03370.01,소낭 절제침,2,내이에서 미로 림프를 제거하기 위해 구형 주머니에 천자하기 위해 사용하는 기구
B,의료용품,B03000,정형 용품,B03380.01,비흡수성 합성 폴리머 재료,3,"신체 부분의 재건, 공간에 채우는 물질로 사용되는 합성수지 등으로서 비흡수성 재료"
B,의료용품,B03000,정형 용품,B03380.02,흡수성 합성 폴리머 재료,4,신체 부분의 재건 시 일시적 공간의 지지 또는 유지를 목적으로 사용되는 합성수지 등으로 흡수성 재료
B,의료용품,B03000,정형 용품,B03390.01,비이식용 의료용 실리콘 재료,1,"성형 및 치료 목적에 사용되는 실리콘 재료. 귀나 코, 유방 등과 같은 체외형상의 비이식형 재료"
B,의료용품,B03000,정형 용품,B03390.02,고형 이식 의료용 실리콘 재료,3,성형 및 치료 목적에 사용되는 실리콘 재료로서 이식형의 단단한 재료
B,의료용품,B03000,정형 용품,B03390.03,액상 이식 의료용 실리콘 재료,4,성형 및 치료 목적에 사용되는 실리콘 재료로서 이식형 액상의 재료
